"Epic Number","Epic Title","Epic Goal","Story ID","Story Title","Story Description","Labels","GitHub Issue ID"
"1","Feasibility Study","Evaluate technical and financial viability.","1.1","Supabase Scalability and Cost Study","As a product owner, I want a feasibility study on Supabase scalability (e.g., 10,000 users, real-time updates) and cost estimates.","discovery","4"
"2","Risk Assessment","Identify and mitigate operational risks.","2.1","Risk Identification and Mitigation","As a team, I want to identify risks (e.g., data breaches, third-party failures) and create mitigation plans.","discovery","8"
"2","Risk Assessment","Identify and mitigate operational risks.","2.2","Flutter Performance Assessment","As a developer, I want to assess Flutter performance on Android for photo uploads and notifications.","discovery","9"
"3","Security and Privacy Planning","Design proactive security and privacy measures.","3.1","Data Encryption Design","As a developer, I want to design data encryption for photos and profiles.","discovery","13"
"3","Security and Privacy Planning","Design proactive security and privacy measures.","3.2","Threat Model Creation","As a team, I want a threat model for auth and storage.","discovery","14"
"4","Vendor and Tool Selection","Evaluate and select external tools and vendors.","4.1","Vendor Evaluation and Selection","As a team, I want to evaluate and select vendors (e.g., Supabase vs. Firebase) based on cost, scalability, and compliance.","discovery","16"
"5","Sustainability and Scalability Planning","Plan for long-term environmental and growth needs.","5.1","Sustainability and Scalability Planning","As a team, I want to plan for sustainable development (e.g., efficient data storage) and scalability beyond 10,000 users.","discovery","18"
"6","Discovery Phase","Analyze requirements and gather insights for core features.","6.1","Requirements Review and Validation","As a product owner, I want to review and validate all functional/non-functional requirements (e.g., user roles, security, scalability) to ensure alignment with business goals.","discovery","20"
"6","Discovery Phase","Analyze requirements and gather insights for core features.","6.2","Supabase Integration Research","As a developer, I want to research Supabase integration for auth, database, storage, and RLS policies to confirm it meets security and performance needs (e.g., JWT, encryption).","discovery","21"
"6","Discovery Phase","Analyze requirements and gather insights for core features.","6.3","User Interviews and Research","As a UX researcher, I want to conduct user interviews with target audiences (new parents, families) to refine features like invitations, gamification, and accessibility.","discovery","22"
"6","Discovery Phase","Analyze requirements and gather insights for core features.","6.4","Third-Party Dependencies Risk Assessment","As a team, I want to create a risk assessment for third-party dependencies (e.g., email, push notifications, cloud storage) and define assumptions/constraints.","discovery","23"
"7","MVP and Roadmap Planning","Define the minimum viable product and long-term roadmap.","7.1","MVP Feature Definition","As a product owner, I want to define MVP features (e.g., login, baby profile creation) based on user priorities.","discovery","25"
"8","Market and User Research","Deepen understanding of the target market.","8.1","Competitive Analysis","As a researcher, I want competitive analysis of similar apps (e.g., family sharing tools) for unique selling points.","discovery","27"
"8","Market and User Research","Deepen understanding of the target market.","8.2","User Personas and Journey Maps","As a UX specialist, I want user personas and journey maps for parents vs. followers.","discovery","28"
"8","Market and User Research","Deepen understanding of the target market.","8.3","Feature Priority Surveys","As a product owner, I want surveys on feature priorities (e.g., gamification vs. basic sharing).","discovery","29"
"9","Stakeholder and Legal Compliance","Align with stakeholders and ensure legal readiness.","9.1","Stakeholder Interviews","As a product owner, I want stakeholder interviews (parents, families) to validate requirements and gather feedback.","discovery","31"
"9","Stakeholder and Legal Compliance","Align with stakeholders and ensure legal readiness.","9.2","GDPR/CCPA Compliance Checks","As a legal advisor, I want GDPR/CCPA compliance checks for user data (e.g., email, photos, profiles) and privacy policies.","discovery","32"
"9","Stakeholder and Legal Compliance","Align with stakeholders and ensure legal readiness.","9.3","Draft Legal Documents","As a team, I want to draft terms of service, data retention policies, and user consent flows.","discovery","33"
"10","Ethics and Data Ethics Review","Conduct ethical reviews for data handling.","10.1","Ethics Review for Data Handling","As a team, I want an ethics review for data handling and user trust.","discovery","35"
"11","Design Phase","Create UI/UX designs and prototypes.","11.1","Wireframe Design","As a designer, I want to design wireframes for core screens (login/signup, baby profile creation, calendar, registry, gallery) based on user roles and permissions.","design","37"
"11","Design Phase","Create UI/UX designs and prototypes.","11.2","Navigation Prototype","As a developer, I want to prototype navigation bar and main sections (calendar, registry, gallery, account) for intuitive flow and responsiveness across devices.","design","38"
"11","Design Phase","Create UI/UX designs and prototypes.","11.3","WCAG Compliance and Welcome Screens","As a UX specialist, I want to ensure WCAG AA compliance (color contrast, tooltips) and add welcome screens explaining features for new users.","design","39"
"11","Design Phase","Create UI/UX designs and prototypes.","11.4","Gamification Design","As a product owner, I want to design gamification elements (voting, name suggestions, counters) and social sharing flows with privacy controls.","design","40"
"12","Accessibility and Inclusivity Planning","Plan for diverse user needs.","12.1","Internationalization Planning","As a UX specialist, I want to plan for internationalization (i18n) and screen reader support.","design","42"
"13","Resource and Budget Planning","Allocate resources and set budgets.","13.1","Team Roles and Timeline Definition","As a project manager, I want to define team roles (developers, designers, testers) and timelines using Agile (e.g., sprints).","planning","44"
"13","Resource and Budget Planning","Allocate resources and set budgets.","13.2","Budget Breakdown","As a finance lead, I want a budget breakdown for tools (Supabase, GitHub), cloud costs, and potential monetization.","planning","45"
"13","Resource and Budget Planning","Allocate resources and set budgets.","13.3","Contingency Planning","As a team, I want to plan for contingencies (e.g., delays in third-party integrations like push notifications).","planning","46"
"14","Team Onboarding and Training","Prepare the team for the project.","14.1","Team Training Sessions","As a project manager, I want to plan team training sessions on tools and methodologies.","planning","48"
"15","Local Project Setup","Initialize the development environment.","15.1","Flutter Project Creation","As a developer, I want to create a new Flutter project with Android configuration (app ID, signing, environment variables for Supabase URL/anon key).","setup","50"
"15","Local Project Setup","Initialize the development environment.","15.2","Supabase SDK Integration","As a developer, I want to integrate Supabase SDK for auth (email/password, verification, reset) and set up basic database tables (users, baby_profiles) with RLS.","setup","51"
"15","Local Project Setup","Initialize the development environment.","15.3","Local Development Tools Configuration","As a developer, I want to configure local development tools (VS Code, terminal) for testing builds, unit tests, and hot reload on Android emulator.","setup","52"
"15","Local Project Setup","Initialize the development environment.","15.4","Version Control and CI/CD Setup","As a team, I want to set up version control (GitHub repo) and CI/CD basics for tracking issues and deploying to test environments.","setup","53"
"16","Supabase Project and Database Setup","Create and configure the Supabase project, database schema, and initial policies.","16.1","Supabase Project Creation","As a developer, I want to create a Supabase account and project (with URL/anon key) for dev/staging/prod environments.","setup","55"
"16","Supabase Project and Database Setup","Create and configure the Supabase project, database schema, and initial policies.","16.2","Database Tables Setup","As a developer, I want to set up database tables (profiles, baby_profiles, etc.) with constraints, indexes, and RLS policies.","setup","56"
"16","Supabase Project and Database Setup","Create and configure the Supabase project, database schema, and initial policies.","16.3","Supabase Auth and Storage Configuration","As a developer, I want to configure Supabase Auth (email/password, JWT) and Storage buckets with policies.","setup","57"
"16","Supabase Project and Database Setup","Create and configure the Supabase project, database schema, and initial policies.","16.4","Realtime Setup and Testing","As a developer, I want to enable Realtime and test basic subscriptions.","setup","58"
"17","Third-Party Integrations Setup","Set up accounts and initial configurations for external services.","17.1","OneSignal Configuration","As a developer, I want to create and configure OneSignal for push notifications (API keys, app setup).","setup","60"
"17","Third-Party Integrations Setup","Set up accounts and initial configurations for external services.","17.2","SendGrid Configuration","As a developer, I want to create and configure SendGrid for transactional emails (API keys, templates).","setup","61"
"17","Third-Party Integrations Setup","Set up accounts and initial configurations for external services.","17.3","Sentry Configuration","As a developer, I want to create and configure Sentry for error monitoring (DSN, initial setup).","setup","62"
"17","Third-Party Integrations Setup","Set up accounts and initial configurations for external services.","17.4","Secure API Keys Storage","As a team, I want to store all API keys/secrets securely (e.g., in Supabase env vars or CI secrets).","setup","63"
"18","CI/CD and Deployment Setup","Establish automated pipelines and app store accounts.","18.1","GitHub Actions Setup","As a developer, I want to set up GitHub Actions for build/test/deploy (Android/iOS focus).","setup","65"
"18","CI/CD and Deployment Setup","Establish automated pipelines and app store accounts.","18.2","App Store Accounts Configuration","As a developer, I want to configure app store accounts (Google Play, Apple App Store) with signing keys.","setup","66"
"18","CI/CD and Deployment Setup","Establish automated pipelines and app store accounts.","18.3","Environment-Specific Configs","As a team, I want to set up environment-specific configs (dev/stage/prod) for Supabase and integrations.","setup","67"
"18","CI/CD and Deployment Setup","Establish automated pipelines and app store accounts.","18.4","CI/CD Pipeline Testing","As a developer, I want to test the full CI/CD pipeline with a dummy build.","setup","68"
"19","Testing and Local Environment Setup","Prepare environments for reliable testing and development.","19.1","Local Supabase Setup","As a developer, I want to set up local Supabase (CLI + Postgres) for offline testing.","setup","70"
"19","Testing and Local Environment Setup","Prepare environments for reliable testing and development.","19.2","Emulator and Simulator Configuration","As a developer, I want to configure Android emulators and iOS simulators for E2E tests.","setup","71"
"19","Testing and Local Environment Setup","Prepare environments for reliable testing and development.","19.3","Shared Testing Accounts Setup","As a team, I want to set up shared testing accounts (e.g., test Supabase projects) and data seeding.","setup","72"
"19","Testing and Local Environment Setup","Prepare environments for reliable testing and development.","19.4","Testing Tools Integration","As a developer, I want to integrate accessibility/performance testing tools into the local setup.","setup","73"
"20","Repository Methods and Utility Libraries Setup","Create reusable repository methods and utility libraries for data access and common functions across features.","20.1","Repository Classes Creation","As a developer, I want to create repository classes for core entities (e.g., UserRepository for auth/profile operations, BabyProfileRepository for CRUD on baby data) using Supabase client, with methods for select, insert, update, delete, and error handling. Implement interfaces for testability (e.g., abstract class UserRepository).","development","75"
"20","Repository Methods and Utility Libraries Setup","Create reusable repository methods and utility libraries for data access and common functions across features.","20.2","Utility Libraries Implementation","As a developer, I want to implement utility libraries for common tasks (e.g., DateUtils for formatting dates/times, ImageUtils for compression/resizing photos, ApiUtils for handling HTTP responses and retries).","development","76"
"20","Repository Methods and Utility Libraries Setup","Create reusable repository methods and utility libraries for data access and common functions across features.","20.3","Dependency Injection Setup","As a developer, I want to set up dependency injection (e.g., using GetIt or Provider) to make repositories and utilities injectable across the app, ensuring testability and modularity.","development","77"
"20","Repository Methods and Utility Libraries Setup","Create reusable repository methods and utility libraries for data access and common functions across features.","20.4","Repository and Utility Tests","As a developer, I want to write unit tests for repositories and utilities, covering success/error cases, and integrate them into the CI pipeline for validation.","development","78"
"21","Architecture and Data Modeling","Document system architecture, data models, and integration patterns.","21.1","Architecture Diagrams","As a developer, I want to create architecture diagrams (e.g., high-level system overview, data flow) using tools like Draw.io or Lucidchart.","design"
"21","Architecture and Data Modeling","Document system architecture, data models, and integration patterns.","21.2","Data Model Documentation","As a developer, I want to document data models (e.g., ER diagrams for Supabase tables, relationships, constraints) and share with the team.","design"
"21","Architecture and Data Modeling","Document system architecture, data models, and integration patterns.","21.3","Integration Patterns Definition","As a developer, I want to define integration patterns (e.g., BLoC for state management, repository patterns) and update coding standards.","design"
"22","Navigation and App Shell","Build the core navigation structure and app shell.","22.1","Main Navigation Bar Implementation","As a developer, I want to implement the main navigation bar with access to Calendar, Registry, Gallery, Account, and Baby Profiles sections.","development"
"22","Navigation and App Shell","Build the core navigation structure and app shell.","22.2","Deep Linking Support","As a developer, I want to set up deep linking support for invitation acceptance and direct navigation to specific screens.","development"
"22","Navigation and App Shell","Build the core navigation structure and app shell.","22.3","Smooth Section Transitions","As a user, I want smooth transitions between sections with proper state preservation.","development"
"22","Navigation and App Shell","Build the core navigation structure and app shell.","22.4","Navigation UI Implementation","As a developer, I want to implement bottom navigation or side drawer based on platform conventions and user testing.","development"
"23","App Theming and Design System","Implement comprehensive theming support and design system.","23.1","Light and Dark Mode Implementation","As a developer, I want to implement light and dark mode themes with user preference selection and system setting detection.","development"
"23","App Theming and Design System","Implement comprehensive theming support and design system.","23.2","Design Token System","As a designer, I want to create a design token system (colors, typography, spacing) for consistent UI across the app.","design"
"23","App Theming and Design System","Implement comprehensive theming support and design system.","23.3","Theme Persistence","As a developer, I want to ensure theme switching is smooth and persists across app sessions.","development"
"23","App Theming and Design System","Implement comprehensive theming support and design system.","23.4","Theme Accessibility Validation","As a designer, I want to validate that both themes meet WCAG AA color contrast requirements.","design"
"24","Authentication and User Management","Implement secure login, signup, and user profiles.","24.1","User Signup and Verification","As a user, I want to sign up with email/password and verify my account.","development"
"24","Authentication and User Management","Implement secure login, signup, and user profiles.","24.2","Login and Password Management","As a user, I want to log in, reset password, and manage my profile.","development"
"24","Authentication and User Management","Implement secure login, signup, and user profiles.","24.3","Supabase Auth Integration","As a developer, I want to integrate Supabase Auth with session persistence.","development"
"25","User Profile and Settings Management","Enable users to manage their profile details and app preferences.","25.1","Profile Information Update","As a user, I want to update my display name, avatar, and contact information.","development"
"25","User Profile and Settings Management","Enable users to manage their profile details and app preferences.","25.2","Notification Preferences Management","As a user, I want to manage notification preferences (push, in-app, email) and opt-in/opt-out controls.","development"
"25","User Profile and Settings Management","Enable users to manage their profile details and app preferences.","25.3","Theme Preference Selection","As a user, I want to select my preferred theme (light, dark, system default) and have it persist.","development"
"25","User Profile and Settings Management","Enable users to manage their profile details and app preferences.","25.4","Activity Counters Display","As a user, I want to view my activity counters (events attended, items purchased) across all baby profiles.","development"
"25","User Profile and Settings Management","Enable users to manage their profile details and app preferences.","25.5","Profile Photo Upload","As a developer, I want to implement secure profile photo upload and storage with RLS policies.","development"
"26","Database Schema and Migrations","Set up core database tables and relationships.","26.1","Core Tables Creation","As a developer, I want to create tables for users, baby_profiles, events, registry, photos with RLS.","development"
"26","Database Schema and Migrations","Set up core database tables and relationships.","26.2","Foreign Keys and Data Seeding","As a developer, I want to set up foreign keys, indexes, and initial data seeding.","development"
"26","Database Schema and Migrations","Set up core database tables and relationships.","26.3","Migration Scripts","As a developer, I want to create migration scripts for schema changes.","development"
"27","Feature Flags and Tile System","Implement the hybrid tile system with feature flags.","27.1","Feature Flags Table Creation","As a developer, I want to create the feature_flags table and seed initial data.","development"
"27","Feature Flags and Tile System","Implement the hybrid tile system with feature flags.","27.2","Tile Registry in Flutter","As a developer, I want to build the tile registry in Flutter (static widgets).","development"
"27","Feature Flags and Tile System","Implement the hybrid tile system with feature flags.","27.3","Flag-Based Rendering","As a developer, I want to implement flag-based rendering for screens.","development"
"28","Welcome and Onboarding Screens","Create first-time user experience and feature education.","28.1","Welcome Screens","As a new user, I want to see welcome screens that explain the app's main features and how to use them.","development"
"28","Welcome and Onboarding Screens","Create first-time user experience and feature education.","28.2","Swipeable Onboarding Screens","As a developer, I want to implement swipeable onboarding screens with skip and next options.","development"
"28","Welcome and Onboarding Screens","Create first-time user experience and feature education.","28.3","Onboarding Display Control","As a user, I want onboarding to show only once unless I reset it in settings.","development"
"28","Welcome and Onboarding Screens","Create first-time user experience and feature education.","28.4","Onboarding Visual Design","As a designer, I want onboarding screens to be visually engaging and match the app's theme.","design"
"29","Baby Profile Management","Enable creation and management of baby profiles.","29.1","Baby Profile CRUD","As a parent, I want to create/edit/delete baby profiles with photos and details.","development"
"29","Baby Profile Management","Enable creation and management of baby profiles.","29.2","Follower Invitation Management","As a parent, I want to invite/manage followers with role-based access.","development"
"29","Baby Profile Management","Enable creation and management of baby profiles.","29.3","Profile Visibility RLS","As a developer, I want to implement RLS for profile visibility.","development"
"29","Baby Profile Management","Enable creation and management of baby profiles.","29.4","Owner Limit Enforcement","As a parent, I want to enforce maximum two owners per baby profile with appropriate validation.","development"
"30","Invitation Acceptance Flow","Implement secure invitation acceptance with deep linking.","30.1","Email Invitation with Deep Link","As a follower, I want to receive an email invitation with a unique link that opens the app.","development"
"30","Invitation Acceptance Flow","Implement secure invitation acceptance with deep linking.","30.2","Invitation Token Validation","As a developer, I want to validate invitation tokens (not expired, not revoked, not already accepted) before allowing acceptance.","development"
"30","Invitation Acceptance Flow","Implement secure invitation acceptance with deep linking.","30.3","Relationship Selection","As a follower, I want to select my relationship (Grandma, Uncle, etc.) from a predefined list during acceptance.","development"
"30","Invitation Acceptance Flow","Implement secure invitation acceptance with deep linking.","30.4","Deep Link Handling","As a developer, I want to implement deep link handling for invitation URLs with proper error handling.","development"
"30","Invitation Acceptance Flow","Implement secure invitation acceptance with deep linking.","30.5","Expired Invitation Management","As a parent, I want expired invitations (7 days) to be automatically invalidated and removable from my management view.","development"
"31","Follower Self-Management","Allow followers to manage their own membership.","31.1","Self-Removal from Profile","As a follower, I want to remove myself from a baby profile at any time.","development"
"31","Follower Self-Management","Allow followers to manage their own membership.","31.2","Relationship Label Update","As a follower, I want to update my relationship label if needed.","development"
"31","Follower Self-Management","Allow followers to manage their own membership.","31.3","Data Integrity on Removal","As a developer, I want to ensure follower removal doesn't affect data integrity (soft references to deleted memberships).","development"
"31","Follower Self-Management","Allow followers to manage their own membership.","31.4","Follower Removal Notification","As a parent, I want to be notified when a follower removes themselves from my baby profile.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.1","Upcoming Events Tile","As a developer, I want to create UpcomingEventsTile with dynamic data fetching.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.2","Photo Gallery Tile","As a developer, I want to create PhotoGalleryTile with upload/view functionality.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.3","Realtime Tile Updates","As a developer, I want to integrate realtime updates for tiles.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.4","RSVP Tasks Tile","As a developer, I want to create RSVPTasksTile with pending RSVP data.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.5","Due Date Countdown Tile","As a developer, I want to create DueDateCountdownTile with baby profile due dates.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.6","Recent Purchases Tile","As a developer, I want to create RecentPurchasesTile with registry purchase history.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.7","Registry Recommendations Tile","As a developer, I want to create RegistryRecommendationsTile with suggested items.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.8","Engagement Recap Tile","As a developer, I want to create EngagementRecapTile with recent interactions.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.9","Follower Invite States Tile","As a developer, I want to create FollowerInviteStatesTile with invite statuses.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.10","Gallery Favorites Tile","As a developer, I want to create GalleryFavoritesTile with top photos.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.11","Onboarding Checklist Tile","As a developer, I want to create OnboardingChecklistTile with setup tasks.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.12","Usage Metrics Tile","As a developer, I want to create UsageMetricsTile with storage/event counts.","development"
"32","Core Tile Implementations","Build and test initial tiles (e.g., upcoming events, photo gallery).","32.13","System Announcements Tile","As a developer, I want to create SystemAnnouncementsTile with app updates.","development"
"33","Calendar and Events","Implement event creation, RSVP, and calendar view.","33.1","Event CRUD","As a parent, I want to add/edit/delete events with photos and details.","development"
"33","Calendar and Events","Implement event creation, RSVP, and calendar view.","33.2","Event Viewing and RSVP","As a follower, I want to view events and RSVP.","development"
"33","Calendar and Events","Implement event creation, RSVP, and calendar view.","33.3","Calendar Tile with Filtering","As a developer, I want to build CalendarTile with event filtering.","development"
"33","Calendar and Events","Implement event creation, RSVP, and calendar view.","33.4","Event Limit Constraint","As a developer, I want to enforce maximum 2 events per day per baby profile via database constraint.","development"
"34","Registry System","Create a baby registry with purchase tracking.","34.1","Registry Item CRUD","As a parent, I want to add/edit/delete registry items with links and photos.","development"
"34","Registry System","Create a baby registry with purchase tracking.","34.2","Item Purchase Tracking","As a follower, I want to mark items as purchased and view history.","development"
"34","Registry System","Create a baby registry with purchase tracking.","34.3","Registry Tile with Notifications","As a developer, I want to build RegistryTile with purchase notifications.","development"
